tarix,year,month,ym,gdp,gdp_def,ngdp,rgdp,rngdp,cap_invest,nominc,nomsal,budrev,budrev/gdp,budexp,budexp/gdp,buddef,buddef/gdp,neer,nneer,reer,nreer,cr_port,vkk,vkk_rate,cpi_change,cpi_chg_+1,cpi_cumul,usdazn,brent_oil_price
2020-05-31 00:00:00,2020,5,20205,4966.6,91.2,3186.1,5445.8,3493.5,1004.1,5236.4,728.9,953.3,38.3,2124.5,34.2,-1171.2,4.1,78.4,118.3,106.3,101.3,14765.7,1084.8,0.07,-0.5,1.00,1.67,1.70,29.37894737
2020-06-30 00:00:00,2020,6,20206,6163.3,90.4,4358.5,6817.8,4821.3,1048.6,4995.7,720.0,1495.2,35.6,2338.6,34.7,-843.4,0.9,76.3,115.5,102.8,98.3,14550.7,1065.5,0.07,-0.3,1.00,1.67,1.70,40.26681818
2020-07-31 00:00:00,2020,7,20207,6204.6,91.2,3927.9,6803.3,4306.9,1632.1,4767.0,715.4,1937.5,34.9,2411.8,35.3,-474.3,-0.5,76.2,115.8,102.1,97.9,14585.3,1062.4,0.07,-0.3,1.00,1.66,1.70,43.24217391
2020-08-31 00:00:00,2020,8,20208,5954.0,91.4,3551.5,6514.2,3885.7,1094.1,4664.6,"710,2",1994.5,34.7,2213.6,35.6,-219.1,-0.9,76.0,116.4,101.5,98.1,14685.1,1065.4,0.07,-0.2,1.00,1.66,1.70,44.736
2020-09-30 00:00:00,2020,9,20209,6111.5,91.7,4143.6,6664.7,4518.6,1747.8,4799.6,706.6,2009.8,34.5,2285.9,35.8,-276.1,-1.3,76.9,118.0,102.5,99.1,14873.7,1069.5,0.07,0.1,1.00,1.66,1.70,40.90954545
2020-10-31 00:00:00,2020,10,202010,6395.5,92.3,4253.0,6929.0,4607.8,1110.0,4447.8,704.5,2242.6,34.6,2080.0,35.4,162.6,-0.9,77.9,119.4,103.1,99.9,14785.9,1006.5,0.07,0.2,1.00,1.66,1.70,40.18954545
2020-11-30 00:00:00,2020,11,202011,6239.8,92.5,3895.9,6745.7,4211.8,1176.4,4116.3,703.5,2034.0,34.4,1440.6,34.2,593.4,0.1,77.6,118.9,102.7,99.3,14681.3,922.9,0.06,0.5,1.01,1.67,1.70,42.69238095
2020-12-31 00:00:00,2020,12,202012,7722.9,92.4,4935.2,8358.1,5341.1,4311.5,5553.0,707.3,2440.6,34.1,4253.6,36.5,-1813.0,-2.4,75.6,116.2,100.3,97.1,14530.4,893.1,0.06,0.8,1.01,1.68,1.70,49.99363636
2021-01-31 00:00:00,2021,1,20211,6256.8,96.5,3444.7,6483.7,3569.6,724.0,4011.2,690.9,2320.6,37.1,1231.9,19.7,1088.7,17.4,74.9,115.2,99.9,96.8,14587.2,900.4,0.06,1.2,1.01,1.70,1.70,54.774
2021-02-28 00:00:00,2021,2,20212,5762.2,99.3,3166.7,5802.8,3189.0,614.4,3968.7,692.3,4029.4,33.5,2237.9,28.9,-529.1,4.7,74.7,114.8,100.6,97.3,14619.5,917.5,0.06,1.6,1.02,1.73,1.70,62.2765
2021-03-31 00:00:00,2021,3,20213,6902.5,106.9,3801.9,6457.0,3556.5,1026.8,5476,713.2,5736.4,47.7,2053.9,46,-346.9,1.1,75.9,116.5,102.2,98.9,14728,918.2,0.06,0.9,1.01,1.75,1.70,65.41
2021-04-30 00:00:00,2021,4,20214,6157.1,110.8,3225.1,5556.9,2910.7,1387.6,3582,722.3,8234.3,32.8,2004,30,493.9,2.8,77.6,119.2,104,100.8,14987.5,921.5,0.06,0.3,1.00,1.75,1.70,64.8065
2021-05-31 00:00:00,2021,5,20215,6453.9,113.1,3683.4,5706.4,3256.8,1154.2,5052.1,,9735.2,30.9,1838.6,29.7,-337.7,1.2,76.8,117.9,102.4,99.2,15067.1,906.9,0.06,0,1.00,1.75,1.70,68.37533333
